order_id,customer_id,order_date,amount,refund_amount,status,product,payment_method
405,406,2023-11-03,29.99,0.0,completed,Premium Plan,bank_transfer
406,173,2023-08-17,29.99,0.0,completed,Premium Plan,bank_transfer
407,227,2024-08-02,29.99,0.0,cancelled,Premium Plan,bank_transfer
408,167,2024-11-30,0.0,0.0,completed,Free Plan,bank_transfer
409,221,2024-12-29,9.99,0.0,completed,Basic Plan,credit_card
410,289,2024-10-11,29.99,0.0,completed,Premium Plan,bank_transfer
411,475,2024-04-18,0.0,0.0,completed,Free Plan,paypal
412,230,2024-12-02,29.99,0.0,completed,Premium Plan,credit_card
413,146,2024-10-07,9.99,0.0,completed,Basic Plan,credit_card
414,456,2024-04-01,9.99,0.0,completed,Basic Plan,credit_card
415,110,2024-11-28,9.99,0.0,completed,Basic Plan,bank_transfer
416,422,2023-08-28,29.99,0.0,cancelled,Premium Plan,bank_transfer
417,285,2024-01-04,0.0,0.0,refunded,Free Plan,credit_card
418,49,2023-12-01,9.99,0.0,completed,Basic Plan,credit_card
419,71,2023-02-03,9.99,0.0,completed,Basic Plan,bank_transfer
420,128,2023-06-21,29.99,0.0,completed,Premium Plan,paypal
421,48,2024-06-19,0.0,0.0,completed,Free Plan,credit_card
422,376,2024-04-30,9.99,0.0,completed,Basic Plan,paypal
423,89,2024-12-25,0.0,0.0,cancelled,Free Plan,bank_transfer
424,360,2024-12-23,0.0,0.0,cancelled,Free Plan,credit_card
425,305,2024-10-27,29.99,0.0,completed,Premium Plan,bank_transfer
426,196,2023-03-27,29.99,0.0,completed,Premium Plan,paypal
427,179,2024-02-28,9.99,0.0,completed,Basic Plan,credit_card
428,446,2024-05-04,0.0,0.0,completed,Free Plan,bank_transfer
429,476,2023-06-30,29.99,0.0,completed,Premium Plan,bank_transfer
430,196,2023-03-02,29.99,0.0,completed,Premium Plan,credit_card
431,164,2024-05-15,0.0,0.0,completed,Free Plan,paypal
432,258,2024-10-18,9.99,0.0,completed,Basic Plan,bank_transfer
433,375,2024-08-21,0.0,0.0,refunded,Free Plan,bank_transfer
434,295,2024-12-19,0.0,0.0,completed,Free Plan,paypal
435,149,2024-10-28,0.0,0.0,completed,Free Plan,paypal
436,43,2024-12-01,29.99,0.0,completed,Premium Plan,credit_card
437,281,2023-07-22,0.0,0.0,completed,Free Plan,paypal
438,257,2023-11-01,9.99,0.0,completed,Basic Plan,credit_card
439,391,2022-10-01,9.99,0.0,completed,Basic Plan,credit_card
440,250,2023-10-10,0.0,0.0,completed,Free Plan,credit_card
441,288,2024-06-21,0.0,0.0,refunded,Free Plan,bank_transfer
442,127,2023-03-10,0.0,0.0,completed,Free Plan,paypal
443,166,2022-08-25,9.99,0.0,completed,Basic Plan,paypal
444,217,2023-09-21,9.99,0.0,completed,Basic Plan,paypal
445,177,2024-08-17,9.99,0.0,completed,Basic Plan,paypal
446,87,2024-11-06,9.99,0.0,completed,Basic Plan,paypal
447,320,2023-12-25,9.99,0.0,completed,Basic Plan,credit_card
448,103,2024-08-19,9.99,0.0,completed,Basic Plan,bank_transfer
449,437,2023-11-29,29.99,0.0,completed,Premium Plan,credit_card
450,125,2024-06-08,29.99,0.0,cancelled,Premium Plan,paypal
451,8,2024-07-11,0.0,0.0,completed,Free Plan,credit_card
452,157,2023-09-03,0.0,0.0,completed,Free Plan,paypal
453,108,2023-04-21,9.99,0.0,completed,Basic Plan,bank_transfer
454,385,2024-11-25,0.0,0.0,completed,Free Plan,bank_transfer
455,374,2022-10-18,9.99,0.0,completed,Basic Plan,bank_transfer
456,10,2024-04-14,29.99,0.0,completed,Premium Plan,bank_transfer
457,270,2023-09-07,0.0,0.0,completed,Free Plan,credit_card
458,146,2024-06-28,9.99,0.0,completed,Basic Plan,bank_transfer
459,139,2024-02-16,29.99,0.0,completed,Premium Plan,credit_card
460,35,2023-07-16,0.0,0.0,completed,Free Plan,bank_transfer
461,437,2024-09-18,29.99,0.0,completed,Premium Plan,credit_card
462,10,2024-01-19,29.99,0.0,cancelled,Premium Plan,bank_transfer
463,198,2023-12-17,0.0,0.0,refunded,Free Plan,bank_transfer
464,364,2024-06-20,0.0,0.0,cancelled,Free Plan,paypal
465,444,2024-03-29,29.99,0.0,completed,Premium Plan,credit_card
466,102,2023-10-28,9.99,9.99,refunded,Basic Plan,bank_transfer
467,475,2023-08-24,0.0,0.0,completed,Free Plan,bank_transfer
468,157,2023-05-07,0.0,0.0,completed,Free Plan,bank_transfer
469,81,2024-02-17,9.99,0.0,completed,Basic Plan,paypal
470,182,2024-09-08,9.99,0.0,completed,Basic Plan,bank_transfer
471,142,2024-08-04,9.99,0.0,completed,Basic Plan,paypal
472,456,2024-12-20,9.99,9.99,refunded,Basic Plan,bank_transfer
473,486,2023-10-18,9.99,0.0,completed,Basic Plan,paypal
474,460,2023-11-28,9.99,0.0,completed,Basic Plan,credit_card
475,374,2024-02-23,9.99,0.0,completed,Basic Plan,bank_transfer
476,314,2024-10-04,0.0,0.0,completed,Free Plan,paypal
477,124,2024-05-31,9.99,0.0,completed,Basic Plan,paypal
478,466,2024-01-04,29.99,0.0,completed,Premium Plan,credit_card
479,106,2024-08-14,29.99,0.0,completed,Premium Plan,bank_transfer
480,351,2024-08-05,29.99,0.0,completed,Premium Plan,credit_card
481,159,2024-07-28,9.99,0.0,completed,Basic Plan,bank_transfer
482,466,2022-12-02,29.99,0.0,completed,Premium Plan,credit_card
483,336,2024-12-13,29.99,0.0,cancelled,Premium Plan,paypal
484,35,2024-01-05,0.0,0.0,completed,Free Plan,bank_transfer
485,61,2024-12-02,9.99,0.0,completed,Basic Plan,credit_card
486,373,2022-05-10,9.99,0.0,completed,Basic Plan,paypal
487,493,2024-11-02,0.0,0.0,completed,Free Plan,bank_transfer
488,479,2024-11-06,9.99,9.99,refunded,Basic Plan,paypal
489,78,2024-05-29,29.99,0.0,completed,Premium Plan,credit_card
490,95,2022-03-23,0.0,0.0,completed,Free Plan,bank_transfer
491,316,2024-01-06,29.99,0.0,completed,Premium Plan,bank_transfer
492,119,2023-04-26,0.0,0.0,completed,Free Plan,credit_card
493,184,2023-09-20,29.99,0.0,completed,Premium Plan,paypal
494,69,2023-11-04,0.0,0.0,cancelled,Free Plan,paypal
495,365,2024-12-31,9.99,0.0,completed,Basic Plan,paypal
496,252,2024-10-27,0.0,0.0,completed,Free Plan,credit_card
497,116,2022-09-23,0.0,0.0,completed,Free Plan,credit_card
498,474,2024-08-09,0.0,0.0,refunded,Free Plan,credit_card
499,381,2024-12-08,0.0,0.0,refunded,Free Plan,credit_card
500,34,2024-01-03,9.99,9.99,refunded,Basic Plan,paypal
501,444,2024-04-18,29.99,0.0,completed,Premium Plan,paypal
502,444,2023-11-07,29.99,0.0,cancelled,Premium Plan,paypal
503,208,2024-10-18,9.99,0.0,completed,Basic Plan,bank_transfer
504,423,2024-12-12,0.0,0.0,completed,Free Plan,paypal
505,314,2024-08-10,0.0,0.0,completed,Free Plan,bank_transfer
506,329,2024-12-15,0.0,0.0,completed,Free Plan,credit_card
507,267,2024-09-14,0.0,0.0,completed,Free Plan,credit_card
508,450,2023-01-13,9.99,0.0,completed,Basic Plan,paypal
509,377,2022-03-24,0.0,0.0,completed,Free Plan,bank_transfer
510,392,2024-11-16,9.99,9.99,refunded,Basic Plan,credit_card
511,150,2023-12-09,0.0,0.0,completed,Free Plan,paypal
512,397,2024-11-23,9.99,0.0,completed,Basic Plan,credit_card
513,217,2023-07-10,9.99,0.0,completed,Basic Plan,credit_card
514,354,2023-12-04,0.0,0.0,cancelled,Free Plan,paypal
515,425,2024-08-13,29.99,0.0,completed,Premium Plan,bank_transfer
516,58,2024-06-26,0.0,0.0,completed,Free Plan,bank_transfer
517,280,2023-10-07,9.99,0.0,completed,Basic Plan,paypal
518,231,2024-02-07,29.99,0.0,completed,Premium Plan,bank_transfer
519,460,2024-10-20,9.99,0.0,cancelled,Basic Plan,paypal
520,47,2023-11-18,9.99,0.0,completed,Basic Plan,bank_transfer
521,465,2024-12-01,0.0,0.0,completed,Free Plan,credit_card
522,47,2023-07-01,9.99,0.0,completed,Basic Plan,bank_transfer
523,186,2022-08-02,29.99,0.0,completed,Premium Plan,paypal
524,373,2024-06-28,9.99,9.99,refunded,Basic Plan,bank_transfer
525,487,2024-08-23,29.99,0.0,completed,Premium Plan,paypal
526,23,2023-08-09,0.0,0.0,cancelled,Free Plan,bank_transfer
527,447,2022-12-26,9.99,0.0,completed,Basic Plan,credit_card
528,92,2024-12-06,9.99,0.0,completed,Basic Plan,paypal
529,158,2024-04-03,9.99,0.0,completed,Basic Plan,paypal
530,148,2024-12-08,29.99,0.0,completed,Premium Plan,credit_card
531,492,2024-03-05,9.99,0.0,completed,Basic Plan,paypal
532,7,2024-07-24,29.99,0.0,completed,Premium Plan,paypal
533,279,2024-02-07,9.99,0.0,completed,Basic Plan,paypal
534,122,2024-06-10,9.99,0.0,completed,Basic Plan,paypal
535,233,2024-10-22,9.99,0.0,completed,Basic Plan,bank_transfer
536,308,2023-11-26,29.99,0.0,completed,Premium Plan,bank_transfer
537,143,2024-05-05,9.99,0.0,completed,Basic Plan,credit_card
538,26,2024-10-14,0.0,0.0,completed,Free Plan,bank_transfer
539,179,2023-01-17,9.99,0.0,completed,Basic Plan,credit_card
540,342,2024-10-19,9.99,0.0,cancelled,Basic Plan,paypal
541,170,2023-02-12,9.99,0.0,completed,Basic Plan,paypal
542,92,2024-01-30,9.99,0.0,completed,Basic Plan,bank_transfer
543,339,2024-09-01,9.99,0.0,completed,Basic Plan,bank_transfer
544,404,2024-07-18,9.99,9.99,refunded,Basic Plan,bank_transfer
545,297,2024-04-16,9.99,9.99,refunded,Basic Plan,credit_card
546,394,2024-04-16,0.0,0.0,completed,Free Plan,paypal
547,420,2023-01-09,9.99,0.0,completed,Basic Plan,bank_transfer
548,34,2024-03-02,9.99,0.0,completed,Basic Plan,credit_card
549,356,2023-09-28,9.99,0.0,completed,Basic Plan,paypal
550,269,2023-07-29,0.0,0.0,completed,Free Plan,bank_transfer
551,30,2022-09-23,29.99,0.0,completed,Premium Plan,bank_transfer
552,271,2024-12-11,29.99,0.0,completed,Premium Plan,bank_transfer
553,310,2024-08-17,9.99,9.99,refunded,Basic Plan,paypal
554,219,2024-02-24,29.99,0.0,cancelled,Premium Plan,paypal
555,270,2024-06-05,0.0,0.0,refunded,Free Plan,paypal
556,475,2023-12-12,0.0,0.0,completed,Free Plan,paypal
557,267,2024-12-03,0.0,0.0,completed,Free Plan,paypal
558,414,2023-12-18,0.0,0.0,cancelled,Free Plan,credit_card
559,363,2023-06-22,0.0,0.0,refunded,Free Plan,credit_card
560,61,2024-11-22,9.99,0.0,completed,Basic Plan,credit_card
561,378,2024-03-20,29.99,0.0,completed,Premium Plan,paypal
562,212,2022-07-04,9.99,0.0,completed,Basic Plan,bank_transfer
563,413,2024-09-24,9.99,0.0,completed,Basic Plan,bank_transfer
564,104,2023-11-25,9.99,0.0,completed,Basic Plan,credit_card
565,158,2024-03-29,9.99,0.0,completed,Basic Plan,paypal
566,393,2022-09-08,0.0,0.0,completed,Free Plan,paypal
567,175,2023-07-07,9.99,0.0,completed,Basic Plan,bank_transfer
568,492,2023-12-07,9.99,0.0,cancelled,Basic Plan,credit_card
569,170,2023-10-27,9.99,9.99,refunded,Basic Plan,paypal
570,470,2024-03-29,29.99,0.0,completed,Premium Plan,bank_transfer
571,70,2024-10-27,9.99,0.0,completed,Basic Plan,paypal
572,457,2024-12-23,0.0,0.0,cancelled,Free Plan,paypal
573,402,2024-04-13,29.99,29.99,refunded,Premium Plan,credit_card
574,428,2024-07-07,29.99,0.0,completed,Premium Plan,bank_transfer
575,348,2023-10-22,9.99,0.0,completed,Basic Plan,credit_card
576,107,2024-10-28,9.99,0.0,completed,Basic Plan,paypal
577,34,2023-12-20,9.99,0.0,completed,Basic Plan,credit_card
578,174,2024-01-14,9.99,0.0,completed,Basic Plan,credit_card
579,293,2024-05-27,29.99,0.0,completed,Premium Plan,credit_card
580,443,2024-12-24,9.99,0.0,completed,Basic Plan,bank_transfer
581,440,2024-07-25,0.0,0.0,completed,Free Plan,paypal
582,212,2022-08-15,9.99,0.0,completed,Basic Plan,credit_card
583,191,2024-10-30,9.99,0.0,cancelled,Basic Plan,paypal
584,111,2024-12-17,29.99,0.0,completed,Premium Plan,credit_card
585,192,2024-11-30,29.99,0.0,completed,Premium Plan,credit_card
586,468,2022-09-09,9.99,0.0,completed,Basic Plan,credit_card
587,410,2024-11-16,0.0,0.0,cancelled,Free Plan,credit_card
588,98,2023-05-15,9.99,9.99,refunded,Basic Plan,bank_transfer
589,448,2024-12-18,29.99,0.0,completed,Premium Plan,paypal
590,74,2024-05-28,29.99,0.0,cancelled,Premium Plan,bank_transfer
591,347,2024-08-17,0.0,0.0,completed,Free Plan,credit_card
592,236,2024-06-28,29.99,0.0,completed,Premium Plan,bank_transfer
593,60,2024-06-25,9.99,0.0,completed,Basic Plan,credit_card
594,352,2023-09-19,9.99,0.0,completed,Basic Plan,credit_card
595,53,2024-12-03,29.99,0.0,completed,Premium Plan,bank_transfer
596,160,2023-05-06,29.99,0.0,completed,Premium Plan,paypal
597,328,2023-02-28,0.0,0.0,completed,Free Plan,credit_card
598,147,2024-05-05,0.0,0.0,completed,Free Plan,paypal
599,344,2023-07-27,0.0,0.0,completed,Free Plan,credit_card
600,141,2024-05-21,29.99,0.0,completed,Premium Plan,bank_transfer
601,287,2024-10-26,0.0,0.0,completed,Free Plan,bank_transfer
602,180,2024-05-14,0.0,0.0,completed,Free Plan,credit_card
603,483,2024-10-18,9.99,0.0,completed,Basic Plan,credit_card
604,37,2024-05-02,9.99,0.0,completed,Basic Plan,paypal
605,277,2024-11-23,29.99,0.0,completed,Premium Plan,credit_card
606,242,2024-09-25,29.99,0.0,completed,Premium Plan,paypal
607,28,2022-07-18,29.99,0.0,completed,Premium Plan,credit_card
608,361,2023-11-27,9.99,0.0,cancelled,Basic Plan,bank_transfer
609,429,2024-06-09,9.99,0.0,completed,Basic Plan,bank_transfer
610,183,2024-05-31,0.0,0.0,completed,Free Plan,credit_card
611,366,2024-12-31,9.99,0.0,cancelled,Basic Plan,credit_card
612,499,2024-12-14,0.0,0.0,completed,Free Plan,credit_card
613,417,2024-09-01,0.0,0.0,cancelled,Free Plan,paypal
614,50,2023-11-19,0.0,0.0,completed,Free Plan,bank_transfer
615,364,2024-12-08,0.0,0.0,completed,Free Plan,credit_card
616,486,2023-08-22,9.99,0.0,completed,Basic Plan,bank_transfer
617,133,2024-02-19,29.99,0.0,completed,Premium Plan,bank_transfer
618,470,2024-10-11,29.99,0.0,completed,Premium Plan,paypal
619,233,2024-11-11,9.99,0.0,completed,Basic Plan,paypal
620,58,2024-08-08,0.0,0.0,completed,Free Plan,credit_card
621,145,2024-05-12,9.99,0.0,completed,Basic Plan,bank_transfer
622,66,2024-12-31,9.99,0.0,completed,Basic Plan,bank_transfer
623,408,2022-11-01,9.99,0.0,completed,Basic Plan,bank_transfer
624,37,2024-04-23,9.99,0.0,completed,Basic Plan,paypal
625,303,2024-10-29,9.99,0.0,completed,Basic Plan,credit_card
626,281,2022-11-18,0.0,0.0,refunded,Free Plan,paypal
627,34,2024-03-27,9.99,0.0,completed,Basic Plan,bank_transfer
628,303,2024-11-01,9.99,0.0,completed,Basic Plan,paypal
629,291,2024-11-03,9.99,0.0,completed,Basic Plan,bank_transfer
630,121,2023-10-29,0.0,0.0,completed,Free Plan,credit_card
631,379,2024-06-29,0.0,0.0,completed,Free Plan,paypal
632,59,2024-08-06,0.0,0.0,completed,Free Plan,credit_card
633,421,2024-11-03,0.0,0.0,completed,Free Plan,paypal
634,36,2023-09-08,0.0,0.0,completed,Free Plan,bank_transfer
635,395,2024-04-16,9.99,0.0,completed,Basic Plan,bank_transfer
636,339,2023-10-14,9.99,0.0,completed,Basic Plan,credit_card
637,455,2024-06-15,0.0,0.0,cancelled,Free Plan,bank_transfer
638,415,2022-07-13,29.99,0.0,completed,Premium Plan,bank_transfer
639,77,2023-09-23,9.99,0.0,completed,Basic Plan,paypal
640,316,2024-11-19,29.99,0.0,completed,Premium Plan,credit_card
641,349,2024-10-24,9.99,0.0,completed,Basic Plan,bank_transfer
642,156,2024-11-30,29.99,29.99,refunded,Premium Plan,paypal
643,368,2024-09-07,9.99,9.99,refunded,Basic Plan,bank_transfer
644,5,2024-10-14,29.99,29.99,refunded,Premium Plan,paypal
645,434,2023-08-11,29.99,0.0,cancelled,Premium Plan,credit_card
646,190,2024-05-19,9.99,9.99,refunded,Basic Plan,credit_card
647,361,2023-10-21,9.99,0.0,cancelled,Basic Plan,paypal
648,57,2024-11-21,9.99,0.0,completed,Basic Plan,credit_card
649,121,2024-07-20,0.0,0.0,completed,Free Plan,paypal
650,321,2024-09-04,0.0,0.0,completed,Free Plan,paypal
651,196,2024-03-26,29.99,0.0,completed,Premium Plan,bank_transfer
652,89,2024-12-24,0.0,0.0,completed,Free Plan,bank_transfer
653,197,2024-07-19,0.0,0.0,cancelled,Free Plan,credit_card
654,148,2024-12-31,29.99,0.0,completed,Premium Plan,credit_card
655,37,2023-07-05,9.99,0.0,completed,Basic Plan,paypal
656,337,2024-05-06,9.99,9.99,refunded,Basic Plan,credit_card
657,44,2022-08-19,29.99,0.0,completed,Premium Plan,paypal
658,441,2024-03-10,29.99,0.0,cancelled,Premium Plan,bank_transfer
659,310,2023-08-11,9.99,0.0,completed,Basic Plan,paypal
660,261,2024-04-06,9.99,0.0,completed,Basic Plan,paypal
661,197,2024-07-16,0.0,0.0,completed,Free Plan,paypal
662,310,2022-06-09,9.99,0.0,completed,Basic Plan,bank_transfer
663,122,2024-11-02,9.99,0.0,completed,Basic Plan,bank_transfer
664,296,2024-08-25,0.0,0.0,completed,Free Plan,credit_card
665,291,2023-12-27,9.99,0.0,completed,Basic Plan,credit_card
666,298,2024-08-12,9.99,9.99,refunded,Basic Plan,credit_card
667,73,2024-09-17,0.0,0.0,refunded,Free Plan,paypal
668,239,2024-12-07,29.99,0.0,completed,Premium Plan,bank_transfer
669,46,2024-05-31,0.0,0.0,completed,Free Plan,bank_transfer
670,340,2024-12-02,9.99,0.0,completed,Basic Plan,bank_transfer
671,277,2024-09-16,29.99,0.0,completed,Premium Plan,paypal
672,274,2024-11-21,9.99,0.0,completed,Basic Plan,bank_transfer
673,464,2024-07-01,9.99,0.0,completed,Basic Plan,paypal
674,216,2023-03-12,0.0,0.0,refunded,Free Plan,paypal
675,149,2024-08-31,0.0,0.0,completed,Free Plan,bank_transfer
676,384,2024-06-13,9.99,0.0,completed,Basic Plan,bank_transfer
677,134,2023-09-28,29.99,0.0,completed,Premium Plan,bank_transfer
678,87,2024-08-22,9.99,0.0,completed,Basic Plan,paypal
679,415,2024-08-06,29.99,0.0,completed,Premium Plan,paypal
680,249,2023-04-28,0.0,0.0,completed,Free Plan,credit_card
681,436,2024-01-07,0.0,0.0,completed,Free Plan,bank_transfer
682,144,2023-02-15,9.99,0.0,cancelled,Basic Plan,credit_card
683,380,2023-01-22,9.99,0.0,completed,Basic Plan,bank_transfer
684,379,2022-12-03,0.0,0.0,completed,Free Plan,paypal
685,414,2023-12-13,0.0,0.0,completed,Free Plan,bank_transfer
686,121,2024-09-12,0.0,0.0,completed,Free Plan,bank_transfer
687,442,2022-07-04,29.99,0.0,completed,Premium Plan,credit_card
688,496,2023-01-21,0.0,0.0,completed,Free Plan,credit_card
689,429,2023-11-23,9.99,0.0,completed,Basic Plan,paypal
690,395,2024-04-24,9.99,0.0,completed,Basic Plan,paypal
691,372,2024-01-22,9.99,0.0,completed,Basic Plan,bank_transfer
692,432,2024-09-13,0.0,0.0,completed,Free Plan,paypal
693,387,2024-12-06,9.99,0.0,completed,Basic Plan,credit_card
694,238,2024-06-14,9.99,0.0,completed,Basic Plan,paypal
695,383,2024-12-07,0.0,0.0,refunded,Free Plan,credit_card
696,195,2024-12-26,0.0,0.0,completed,Free Plan,credit_card
697,272,2024-06-18,9.99,0.0,completed,Basic Plan,paypal
698,196,2024-11-30,29.99,0.0,completed,Premium Plan,bank_transfer
699,350,2023-03-23,9.99,0.0,completed,Basic Plan,bank_transfer
700,327,2024-09-05,0.0,0.0,refunded,Free Plan,paypal
701,313,2024-04-21,0.0,0.0,completed,Free Plan,paypal
702,411,2024-08-03,9.99,0.0,completed,Basic Plan,bank_transfer
703,201,2024-12-21,0.0,0.0,completed,Free Plan,bank_transfer
704,124,2024-11-12,9.99,0.0,completed,Basic Plan,credit_card
705,267,2024-10-14,0.0,0.0,completed,Free Plan,credit_card
706,161,2024-12-18,0.0,0.0,completed,Free Plan,credit_card
707,426,2024-04-09,29.99,0.0,completed,Premium Plan,credit_card
708,269,2023-04-12,0.0,0.0,completed,Free Plan,paypal
709,113,2024-10-15,0.0,0.0,completed,Free Plan,credit_card
710,13,2023-09-25,9.99,0.0,completed,Basic Plan,bank_transfer
711,337,2023-09-24,9.99,9.99,refunded,Basic Plan,bank_transfer
712,63,2024-10-26,9.99,9.99,refunded,Basic Plan,credit_card
713,439,2022-09-26,9.99,0.0,completed,Basic Plan,bank_transfer
714,290,2024-12-31,0.0,0.0,refunded,Free Plan,credit_card
715,357,2024-04-09,9.99,0.0,completed,Basic Plan,paypal
716,339,2023-10-21,9.99,0.0,completed,Basic Plan,paypal
717,394,2024-08-25,0.0,0.0,completed,Free Plan,bank_transfer
718,395,2023-12-24,9.99,0.0,completed,Basic Plan,credit_card
719,142,2024-08-04,9.99,0.0,completed,Basic Plan,paypal
720,31,2023-04-01,29.99,29.99,refunded,Premium Plan,paypal
721,92,2024-06-21,9.99,0.0,completed,Basic Plan,credit_card
722,313,2024-08-22,0.0,0.0,completed,Free Plan,paypal
723,56,2024-03-29,29.99,0.0,completed,Premium Plan,paypal
724,112,2023-09-17,29.99,0.0,cancelled,Premium Plan,bank_transfer
725,133,2023-05-28,29.99,0.0,completed,Premium Plan,credit_card
726,293,2024-01-06,29.99,0.0,completed,Premium Plan,credit_card
727,460,2024-03-14,9.99,0.0,completed,Basic Plan,bank_transfer
728,1,2023-08-25,0.0,0.0,completed,Free Plan,paypal
729,78,2024-03-09,29.99,0.0,completed,Premium Plan,paypal
730,295,2024-12-03,0.0,0.0,completed,Free Plan,paypal
731,245,2024-05-13,0.0,0.0,completed,Free Plan,bank_transfer
732,400,2024-12-11,29.99,0.0,completed,Premium Plan,bank_transfer
733,116,2022-08-24,0.0,0.0,completed,Free Plan,bank_transfer
734,419,2024-11-13,9.99,0.0,completed,Basic Plan,bank_transfer
735,479,2024-01-26,9.99,0.0,completed,Basic Plan,paypal
736,206,2022-06-01,29.99,0.0,completed,Premium Plan,bank_transfer
737,47,2024-03-15,9.99,0.0,completed,Basic Plan,paypal
738,42,2024-02-28,9.99,0.0,completed,Basic Plan,paypal
739,332,2024-07-02,29.99,0.0,completed,Premium Plan,credit_card
740,496,2023-09-23,0.0,0.0,completed,Free Plan,paypal
741,357,2024-07-23,9.99,0.0,cancelled,Basic Plan,bank_transfer
742,353,2023-08-24,29.99,0.0,completed,Premium Plan,bank_transfer
743,225,2024-10-30,0.0,0.0,completed,Free Plan,credit_card
744,99,2022-09-25,9.99,0.0,completed,Basic Plan,bank_transfer
745,123,2024-07-18,29.99,0.0,completed,Premium Plan,bank_transfer
746,330,2024-07-14,0.0,0.0,completed,Free Plan,paypal
747,495,2024-12-31,9.99,0.0,completed,Basic Plan,credit_card
748,173,2023-04-21,29.99,0.0,completed,Premium Plan,credit_card
749,414,2024-12-03,0.0,0.0,completed,Free Plan,bank_transfer
750,446,2024-10-09,0.0,0.0,completed,Free Plan,bank_transfer
751,120,2024-09-27,9.99,0.0,completed,Basic Plan,credit_card
752,251,2024-12-12,9.99,0.0,completed,Basic Plan,bank_transfer
753,24,2024-01-26,0.0,0.0,completed,Free Plan,credit_card
754,8,2024-04-15,0.0,0.0,completed,Free Plan,paypal
755,421,2024-12-18,0.0,0.0,completed,Free Plan,bank_transfer
756,88,2024-11-05,0.0,0.0,completed,Free Plan,credit_card
757,59,2024-10-15,0.0,0.0,completed,Free Plan,bank_transfer
758,113,2024-08-20,0.0,0.0,cancelled,Free Plan,paypal
759,173,2024-04-23,29.99,0.0,completed,Premium Plan,bank_transfer
760,295,2024-12-20,0.0,0.0,completed,Free Plan,credit_card
761,392,2024-06-19,9.99,0.0,completed,Basic Plan,paypal
762,33,2024-10-08,0.0,0.0,completed,Free Plan,paypal
763,87,2024-11-11,9.99,0.0,completed,Basic Plan,paypal
764,125,2024-04-14,29.99,0.0,completed,Premium Plan,bank_transfer
765,314,2024-01-23,0.0,0.0,completed,Free Plan,credit_card
766,451,2024-08-21,29.99,0.0,completed,Premium Plan,credit_card
767,92,2023-12-24,9.99,0.0,completed,Basic Plan,bank_transfer
768,455,2023-08-16,0.0,0.0,completed,Free Plan,paypal
769,355,2024-11-20,9.99,0.0,completed,Basic Plan,bank_transfer
770,139,2024-10-13,29.99,0.0,completed,Premium Plan,credit_card
771,481,2023-03-17,9.99,0.0,completed,Basic Plan,credit_card
772,306,2024-06-12,29.99,0.0,completed,Premium Plan,bank_transfer
773,487,2024-08-05,29.99,0.0,completed,Premium Plan,paypal
774,179,2024-02-12,9.99,0.0,completed,Basic Plan,credit_card
775,99,2022-12-29,9.99,9.99,refunded,Basic Plan,credit_card
776,317,2024-08-19,9.99,0.0,cancelled,Basic Plan,bank_transfer
777,260,2024-02-05,0.0,0.0,completed,Free Plan,bank_transfer
778,338,2023-10-05,0.0,0.0,completed,Free Plan,credit_card
779,58,2024-11-30,0.0,0.0,completed,Free Plan,paypal
780,255,2023-02-20,0.0,0.0,completed,Free Plan,credit_card
781,28,2024-02-10,29.99,0.0,completed,Premium Plan,credit_card
782,223,2024-08-19,0.0,0.0,completed,Free Plan,paypal
783,23,2023-06-02,0.0,0.0,completed,Free Plan,bank_transfer
784,91,2023-10-22,9.99,0.0,completed,Basic Plan,paypal
785,264,2024-09-22,29.99,0.0,completed,Premium Plan,credit_card
786,370,2024-07-04,29.99,0.0,completed,Premium Plan,paypal
787,215,2023-09-04,0.0,0.0,completed,Free Plan,paypal
788,118,2024-12-25,0.0,0.0,completed,Free Plan,credit_card
789,51,2023-12-10,9.99,0.0,completed,Basic Plan,credit_card
790,193,2024-12-31,0.0,0.0,completed,Free Plan,paypal
791,300,2023-11-17,29.99,0.0,completed,Premium Plan,paypal
792,75,2023-05-13,9.99,9.99,refunded,Basic Plan,paypal
793,92,2024-05-25,9.99,0.0,completed,Basic Plan,paypal
794,369,2023-01-24,9.99,0.0,completed,Basic Plan,paypal
795,104,2024-01-19,9.99,0.0,completed,Basic Plan,bank_transfer
796,292,2022-07-10,9.99,0.0,completed,Basic Plan,credit_card
797,437,2024-06-11,29.99,0.0,completed,Premium Plan,credit_card
798,390,2024-07-08,0.0,0.0,completed,Free Plan,paypal
799,310,2022-11-09,9.99,0.0,completed,Basic Plan,bank_transfer
800,488,2024-06-10,9.99,0.0,cancelled,Basic Plan,bank_transfer
801,497,2023-05-05,9.99,0.0,completed,Basic Plan,bank_transfer
802,251,2023-09-21,9.99,0.0,completed,Basic Plan,paypal
803,143,2022-08-24,9.99,0.0,completed,Basic Plan,bank_transfer
804,447,2023-07-12,9.99,0.0,completed,Basic Plan,paypal
805,297,2024-02-05,9.99,0.0,cancelled,Basic Plan,bank_transfer
806,485,2023-04-06,0.0,0.0,cancelled,Free Plan,credit_card
807,214,2023-02-23,0.0,0.0,completed,Free Plan,paypal
808,376,2024-12-05,9.99,0.0,completed,Basic Plan,bank_transfer
809,202,2024-10-14,29.99,0.0,cancelled,Premium Plan,bank_transfer
810,421,2024-09-20,0.0,0.0,completed,Free Plan,credit_card
811,43,2024-12-06,29.99,0.0,completed,Premium Plan,bank_transfer
