spend_id,campaign_id,spend_date,daily_spend,impressions,clicks,conversions,cpc,ctr
443,10,2024-09-05,515.09,4815,334,24,1.54,0.0696
444,10,2024-09-06,319.01,4583,459,44,0.7,0.1003
445,10,2024-09-07,523.3,3798,386,20,1.36,0.1016
446,10,2024-09-08,480.62,4551,126,10,3.81,0.0277
447,10,2024-09-09,507.12,4814,558,35,0.91,0.1161
448,10,2024-09-10,394.74,4858,480,48,0.82,0.0989
449,10,2024-09-11,327.03,3484,397,21,0.82,0.114
450,10,2024-09-12,345.27,6670,486,61,0.71,0.073
451,10,2024-09-13,528.18,5451,236,15,2.24,0.0434
452,10,2024-09-14,348.73,5867,539,27,0.65,0.0919
453,10,2024-09-15,517.37,6651,645,56,0.8,0.0971
454,10,2024-09-16,390.89,790,89,5,4.39,0.1138
455,10,2024-09-17,468.93,1361,151,15,3.11,0.1115
456,10,2024-09-18,405.03,3668,362,52,1.12,0.0987
457,10,2024-09-19,355.03,6136,657,92,0.54,0.1071
458,10,2024-09-20,313.62,5698,134,7,2.34,0.0236
459,10,2024-09-21,343.23,1659,59,5,5.82,0.0357
460,10,2024-09-22,445.1,2665,305,20,1.46,0.1146
461,10,2024-09-23,403.96,925,63,3,6.41,0.0684
462,10,2024-09-24,327.78,1767,150,16,2.19,0.0853
463,10,2024-09-25,398.69,1971,210,13,1.9,0.1065
464,10,2024-09-26,447.79,7951,228,25,1.96,0.0287
465,10,2024-09-27,413.16,6955,213,10,1.94,0.0307
466,10,2024-09-28,428.36,6484,469,66,0.91,0.0724
467,10,2024-09-29,413.76,2480,203,16,2.04,0.0819
468,10,2024-09-30,352.61,2121,204,6,1.73,0.0962
469,10,2024-10-01,316.5,7304,151,4,2.1,0.0208
470,10,2024-10-02,401.89,7420,298,40,1.35,0.0402
471,10,2024-10-03,401.53,1057,27,1,14.87,0.0263
472,10,2024-10-04,511.66,7354,599,38,0.85,0.0815
473,10,2024-10-05,387.97,6843,346,49,1.12,0.0506
474,10,2024-10-06,368.46,2587,226,18,1.63,0.0875
475,10,2024-10-07,361.5,829,21,2,17.21,0.0261
476,10,2024-10-08,466.47,3830,296,42,1.58,0.0773
477,10,2024-10-09,324.15,5627,439,41,0.74,0.0781
478,10,2024-10-10,443.87,6341,132,15,3.36,0.021
479,10,2024-10-11,431.17,2327,208,19,2.07,0.0896
480,10,2024-10-12,319.7,3195,360,25,0.89,0.1129
481,10,2024-10-13,495.42,5896,198,6,2.5,0.0336
482,10,2024-10-14,435.94,7214,408,51,1.07,0.0566
483,10,2024-10-15,423.26,5692,326,37,1.3,0.0574
484,10,2024-10-16,440.58,2849,158,14,2.79,0.0558
485,10,2024-10-17,390.07,4190,363,12,1.07,0.0868
486,10,2024-10-18,325.71,2021,240,27,1.36,0.1189
487,10,2024-10-19,392.87,6118,233,28,1.69,0.0381
488,10,2024-10-20,414.9,5651,421,27,0.99,0.0747
489,10,2024-10-21,471.04,6960,211,12,2.23,0.0303
490,10,2024-10-22,422.74,7156,211,8,2.0,0.0296
491,10,2024-10-23,379.02,5452,558,40,0.68,0.1024
492,10,2024-10-24,458.82,2135,67,9,6.85,0.0318
493,11,2022-12-04,2054.27,7549,693,93,2.96,0.0918
494,11,2022-12-05,2428.96,1918,189,15,12.85,0.099
495,11,2022-12-06,3031.12,6699,225,18,13.47,0.0337
496,11,2022-12-07,2638.56,5925,671,24,3.93,0.1134
497,11,2022-12-08,2765.35,7576,639,86,4.33,0.0844
498,11,2022-12-09,2798.68,828,82,5,34.13,0.1002
499,11,2022-12-10,2281.97,7849,196,8,11.64,0.025
500,11,2022-12-11,2843.9,1255,79,2,36.0,0.0636
501,11,2022-12-12,2936.29,5138,400,12,7.34,0.0779
502,11,2022-12-13,2940.19,1091,28,2,105.01,0.0265
503,11,2022-12-14,2496.28,588,69,7,36.18,0.1184
504,11,2022-12-15,1768.82,3802,142,8,12.46,0.0374
505,11,2022-12-16,2494.82,556,61,6,40.9,0.1101
506,11,2022-12-17,2900.17,1054,122,16,23.77,0.1166
507,11,2022-12-18,2800.97,3906,170,21,16.48,0.0436
508,11,2022-12-19,1887.02,7966,791,109,2.39,0.0994
509,11,2022-12-20,2599.79,4390,495,62,5.25,0.1128
510,11,2022-12-21,1881.86,6096,146,9,12.89,0.0241
511,11,2022-12-22,2000.45,3353,258,38,7.75,0.077
512,11,2022-12-23,2146.66,3736,303,15,7.08,0.0811
513,11,2022-12-24,3028.59,7620,314,14,9.65,0.0412
514,11,2022-12-25,2779.74,2429,161,15,17.27,0.0663
515,11,2022-12-26,1742.21,6945,597,81,2.92,0.086
516,11,2022-12-27,2569.74,6621,639,31,4.02,0.0966
517,11,2022-12-28,2935.65,6975,672,98,4.37,0.0965
518,11,2022-12-29,1882.55,2828,233,11,8.08,0.0825
519,11,2022-12-30,2717.01,6362,459,56,5.92,0.0723
520,11,2022-12-31,1968.27,1721,165,8,11.93,0.0963
521,11,2023-01-01,2694.88,846,66,3,40.83,0.0784
522,11,2023-01-02,2588.92,923,98,6,26.42,0.1063
523,11,2023-01-03,2345.27,7420,715,57,3.28,0.0964
524,11,2023-01-04,1734.02,6134,220,16,7.88,0.0359
525,12,2023-10-18,1298.59,1584,108,5,12.02,0.0686
526,12,2023-10-19,812.17,4112,415,36,1.96,0.1012
527,12,2023-10-20,947.03,7291,485,22,1.95,0.0666
528,12,2023-10-21,950.98,3488,257,13,3.7,0.0737
529,12,2023-10-22,822.44,4366,322,9,2.55,0.0738
530,12,2023-10-23,1444.43,2078,97,9,14.89,0.0469
531,12,2023-10-24,1038.87,5705,150,15,6.93,0.0263
532,12,2023-10-25,1144.51,3881,424,59,2.7,0.1094
533,12,2023-10-26,1140.7,7560,534,37,2.14,0.0707
534,12,2023-10-27,846.08,4716,234,30,3.62,0.0498
535,12,2023-10-28,1356.89,7762,677,61,2.0,0.0873
536,12,2023-10-29,1132.75,690,37,4,30.61,0.0545
537,12,2023-10-30,1420.91,4169,214,24,6.64,0.0515
538,12,2023-10-31,1052.95,6750,333,12,3.16,0.0494
539,12,2023-11-01,1379.45,6128,698,39,1.98,0.1139
540,12,2023-11-02,1166.51,6508,653,92,1.79,0.1004
541,12,2023-11-03,1269.93,1023,24,3,52.91,0.0242
542,12,2023-11-04,1192.49,562,61,2,19.55,0.1102
543,12,2023-11-05,1033.23,4070,146,4,7.08,0.036
544,12,2023-11-06,1416.26,6483,774,83,1.83,0.1194
545,12,2023-11-07,1055.91,3938,422,13,2.5,0.1073
546,12,2023-11-08,1319.67,6452,267,32,4.94,0.0415
547,12,2023-11-09,797.58,3155,374,18,2.13,0.1187
548,12,2023-11-10,1218.65,7351,849,98,1.44,0.1155
549,12,2023-11-11,1404.6,6198,673,41,2.09,0.1087
550,12,2023-11-12,1104.27,7073,328,26,3.37,0.0464
551,12,2023-11-13,1243.37,4752,473,68,2.63,0.0997
552,12,2023-11-14,1191.79,4682,381,54,3.13,0.0814
553,12,2023-11-15,1137.9,4424,487,33,2.34,0.1101
554,12,2023-11-16,1050.86,6494,440,23,2.39,0.0679
555,12,2023-11-17,813.1,861,102,9,7.97,0.1185
556,12,2023-11-18,1282.58,4555,417,24,3.08,0.0915
557,12,2023-11-19,865.91,2963,71,7,12.2,0.0241
558,12,2023-11-20,890.25,2574,110,13,8.09,0.0428
559,12,2023-11-21,1043.06,1793,99,13,10.54,0.0552
560,12,2023-11-22,1026.64,4872,240,31,4.28,0.0493
561,12,2023-11-23,996.55,4438,444,55,2.24,0.1001
562,12,2023-11-24,1117.25,2827,62,9,18.02,0.0221
563,12,2023-11-25,899.19,3768,217,15,4.14,0.0576
564,12,2023-11-26,1179.67,1039,100,7,11.8,0.0972
565,12,2023-11-27,996.51,845,79,8,12.61,0.0944
566,12,2023-11-28,1175.51,4037,437,51,2.69,0.1084
567,13,2022-05-10,178.67,2741,117,8,1.53,0.043
568,13,2022-05-11,264.22,7581,340,41,0.78,0.0449
569,13,2022-05-12,232.61,3848,426,37,0.55,0.1108
570,13,2022-05-13,249.58,2780,159,14,1.57,0.0573
571,13,2022-05-14,324.27,2435,86,12,3.77,0.0354
572,13,2022-05-15,322.33,5524,656,85,0.49,0.1189
573,13,2022-05-16,192.69,3837,125,12,1.54,0.0326
574,13,2022-05-17,291.69,5478,220,28,1.33,0.0402
575,13,2022-05-18,239.57,5183,259,17,0.92,0.0501
576,13,2022-05-19,276.78,926,98,13,2.82,0.1067
577,13,2022-05-20,301.41,5151,479,48,0.63,0.0931
578,13,2022-05-21,206.67,6190,394,48,0.52,0.0638
579,13,2022-05-22,307.18,2468,131,9,2.34,0.0532
580,13,2022-05-23,270.63,4841,132,14,2.05,0.0274
581,13,2022-05-24,199.33,4006,427,63,0.47,0.1067
582,13,2022-05-25,216.33,6650,384,23,0.56,0.0578
583,13,2022-05-26,191.25,7138,766,32,0.25,0.1074
584,13,2022-05-27,204.01,6885,634,60,0.32,0.0922
585,13,2022-05-28,279.71,2801,101,14,2.77,0.0362
586,13,2022-05-29,260.92,3780,309,43,0.84,0.0818
587,13,2022-05-30,193.37,4985,303,37,0.64,0.0609
588,13,2022-05-31,254.22,4730,542,55,0.47,0.1148
589,13,2022-06-01,295.79,2441,290,28,1.02,0.1191
590,13,2022-06-02,325.99,4280,285,23,1.14,0.0668
591,13,2022-06-03,260.21,3501,331,11,0.79,0.0946
592,13,2022-06-04,225.93,4128,323,18,0.7,0.0784
593,13,2022-06-05,252.66,5975,415,57,0.61,0.0695
594,13,2022-06-06,192.11,2177,80,3,2.4,0.0372
595,13,2022-06-07,198.57,516,27,2,7.35,0.0542
596,13,2022-06-08,252.98,7541,704,27,0.36,0.0934
597,13,2022-06-09,271.6,4921,475,69,0.57,0.0966
598,13,2022-06-10,262.85,1612,115,12,2.29,0.072
599,13,2022-06-11,213.97,4515,133,14,1.61,0.0295
600,13,2022-06-12,243.32,4675,407,58,0.6,0.0872
601,13,2022-06-13,252.7,7213,360,23,0.7,0.05
602,13,2022-06-14,220.54,7878,241,27,0.92,0.0307
603,13,2022-06-15,178.46,4144,224,21,0.8,0.0542
604,13,2022-06-16,280.1,7242,268,9,1.05,0.037
605,13,2022-06-17,321.33,5901,583,57,0.55,0.0989
606,13,2022-06-18,204.37,7291,666,78,0.31,0.0914
607,13,2022-06-19,195.76,3008,319,14,0.61,0.1063
608,13,2022-06-20,251.55,5597,512,73,0.49,0.0916
609,13,2022-06-21,266.26,7179,267,13,1.0,0.0372
610,13,2022-06-22,260.45,5327,363,22,0.72,0.0683
611,13,2022-06-23,309.52,2215,175,17,1.77,0.0794
612,13,2022-06-24,219.63,5255,481,36,0.46,0.0916
613,13,2022-06-25,284.45,3213,189,24,1.51,0.0591
614,13,2022-06-26,262.95,6868,602,75,0.44,0.0878
615,13,2022-06-27,238.84,3401,268,9,0.89,0.079
616,13,2022-06-28,201.8,4695,167,5,1.21,0.0357
617,13,2022-06-29,300.36,2746,63,7,4.77,0.0232
618,13,2022-06-30,252.78,7154,744,23,0.34,0.104
619,13,2022-07-01,271.52,3223,197,21,1.38,0.0613
620,13,2022-07-02,242.04,7898,732,107,0.33,0.0927
621,13,2022-07-03,273.26,3514,181,24,1.51,0.0515
622,13,2022-07-04,180.95,4140,129,13,1.4,0.0312
623,13,2022-07-05,282.36,4092,266,17,1.06,0.0651
624,13,2022-07-06,281.96,3550,314,12,0.9,0.0887
625,13,2022-07-07,296.26,2348,54,7,5.49,0.0232
626,13,2022-07-08,230.04,7818,872,64,0.26,0.1116
627,14,2023-09-07,350.92,6518,270,35,1.3,0.0414
628,14,2023-09-08,472.18,2638,143,18,3.3,0.0545
629,14,2023-09-09,375.8,4859,571,44,0.66,0.1175
630,14,2023-09-10,363.57,7017,734,36,0.5,0.1046
631,14,2023-09-11,434.32,3350,84,11,5.17,0.0253
632,14,2023-09-12,416.34,2937,271,15,1.54,0.0926
633,14,2023-09-13,267.42,3857,354,19,0.76,0.0918
634,14,2023-09-14,344.48,1499,59,3,5.84,0.04
635,14,2023-09-15,334.61,6672,600,50,0.56,0.09
636,14,2023-09-16,368.01,6640,715,91,0.51,0.1077
637,14,2023-09-17,358.9,3745,421,55,0.85,0.1125
638,14,2023-09-18,289.56,7692,818,27,0.35,0.1064
639,14,2023-09-19,332.52,3211,247,30,1.35,0.077
640,14,2023-09-20,347.33,7798,348,19,1.0,0.0447
641,14,2023-09-21,447.27,2253,253,24,1.77,0.1126
642,14,2023-09-22,481.55,981,102,12,4.72,0.1045
643,14,2023-09-23,316.19,1450,48,3,6.59,0.0337
644,14,2023-09-24,353.63,4607,148,16,2.39,0.0322
645,14,2023-09-25,273.78,4688,387,17,0.71,0.0826
646,14,2023-09-26,346.71,2517,54,6,6.42,0.0218
647,14,2023-09-27,365.5,2123,93,6,3.93,0.0439
648,14,2023-09-28,386.57,4234,355,13,1.09,0.084
649,14,2023-09-29,333.67,2755,281,15,1.19,0.1024
650,14,2023-09-30,384.64,1150,83,8,4.63,0.0728
651,14,2023-10-01,350.73,7275,801,55,0.44,0.1101
652,14,2023-10-02,401.16,3475,83,7,4.83,0.024
653,14,2023-10-03,317.54,3335,162,16,1.96,0.0487
654,14,2023-10-04,378.09,1770,145,14,2.61,0.0824
655,14,2023-10-05,283.15,2796,153,18,1.85,0.055
656,14,2023-10-06,294.88,7030,567,29,0.52,0.0808
657,14,2023-10-07,419.3,5949,217,26,1.93,0.0366
658,14,2023-10-08,313.12,7251,551,26,0.57,0.0761
659,14,2023-10-09,405.14,1364,63,7,6.43,0.0464
660,14,2023-10-10,273.34,6674,581,43,0.47,0.0872
661,15,2022-06-28,2348.3,6315,436,22,5.39,0.0691
662,15,2022-06-29,2514.24,3878,150,17,16.76,0.0387
663,15,2022-06-30,2182.8,5481,186,16,11.74,0.034
664,15,2022-07-01,2272.76,2647,261,23,8.71,0.0988
665,15,2022-07-02,1938.35,6409,672,26,2.88,0.105
666,15,2022-07-03,2467.74,5689,572,59,4.31,0.1006
667,15,2022-07-04,1939.1,5267,400,23,4.85,0.0761
668,15,2022-07-05,1514.79,6917,634,31,2.39,0.0918
669,15,2022-07-06,2677.31,3477,117,17,22.88,0.0337
670,15,2022-07-07,2679.52,2834,299,31,8.96,0.1056
671,15,2022-07-08,2338.46,2739,291,38,8.04,0.1066
672,15,2022-07-09,1560.25,2236,133,19,11.73,0.0599
673,15,2022-07-10,1510.52,736,28,3,53.95,0.0388
674,15,2022-07-11,1908.11,4985,262,30,7.28,0.0526
675,15,2022-07-12,1880.27,3029,137,19,13.72,0.0453
676,15,2022-07-13,1772.32,2267,67,3,26.45,0.0296
677,15,2022-07-14,1730.75,5236,297,29,5.83,0.0569
678,15,2022-07-15,2317.78,2610,253,23,9.16,0.0973
679,15,2022-07-16,2049.42,3091,168,23,12.2,0.0545
680,15,2022-07-17,1795.02,2324,191,19,9.4,0.0825
681,15,2022-07-18,2021.81,7295,358,14,5.65,0.0491
682,15,2022-07-19,2142.45,4007,93,12,23.04,0.0234
683,15,2022-07-20,2040.63,2284,142,9,14.37,0.0624
684,15,2022-07-21,2648.29,5238,207,27,12.79,0.0396
685,15,2022-07-22,1508.13,574,40,2,37.7,0.0714
686,15,2022-07-23,1529.94,3670,420,19,3.64,0.1145
687,15,2022-07-24,2287.12,2647,292,13,7.83,0.1104
688,15,2022-07-25,1457.71,1875,174,16,8.38,0.093
689,15,2022-07-26,2426.08,7996,709,30,3.42,0.0887
690,15,2022-07-27,2420.9,4192,302,44,8.02,0.0721
691,15,2022-07-28,2634.03,3858,186,25,14.16,0.0482
692,15,2022-07-29,2008.71,5687,644,53,3.12,0.1134
693,15,2022-07-30,1923.47,3946,355,39,5.42,0.09
694,15,2022-07-31,2211.59,2638,248,25,8.92,0.0944
695,15,2022-08-01,1915.06,2032,133,18,14.4,0.0657
696,15,2022-08-02,1733.65,725,29,1,59.78,0.0413
697,15,2022-08-03,1973.07,6579,652,90,3.03,0.0991
698,16,2024-02-29,125.78,7799,582,59,0.22,0.0747
699,16,2024-03-01,138.27,2964,315,43,0.44,0.1063
700,16,2024-03-02,179.71,4822,467,26,0.38,0.097
701,16,2024-03-03,229.88,6342,312,34,0.74,0.0492
702,16,2024-03-04,155.38,2629,279,14,0.56,0.1064
703,16,2024-03-05,197.16,3312,338,16,0.58,0.1023
704,16,2024-03-06,228.98,618,22,2,10.41,0.0372
705,16,2024-03-07,157.97,3937,390,45,0.41,0.0991
706,16,2024-03-08,188.25,2687,67,9,2.81,0.0251
707,16,2024-03-09,228.24,3700,217,32,1.05,0.0588
708,16,2024-03-10,206.44,860,35,4,5.9,0.0409
709,16,2024-03-11,183.09,7848,910,133,0.2,0.116
710,16,2024-03-12,149.49,5942,516,68,0.29,0.0869
711,16,2024-03-13,164.03,2752,304,9,0.54,0.1105
712,16,2024-03-14,201.46,3123,141,17,1.43,0.0455
713,16,2024-03-15,221.89,7176,307,44,0.72,0.0429
714,16,2024-03-16,212.3,2203,57,3,3.72,0.026
715,16,2024-03-17,212.62,990,69,4,3.08,0.0703
716,16,2024-03-18,203.6,6204,275,41,0.74,0.0445
717,16,2024-03-19,220.09,3471,177,11,1.24,0.0512
718,16,2024-03-20,222.37,3546,106,14,2.1,0.0301
719,16,2024-03-21,231.75,5723,439,53,0.53,0.0768
720,16,2024-03-22,224.26,4207,292,36,0.77,0.0695
721,16,2024-03-23,229.25,6035,389,47,0.59,0.0646
722,16,2024-03-24,143.14,1700,127,14,1.13,0.0749
723,16,2024-03-25,192.33,5341,118,6,1.63,0.0223
724,16,2024-03-26,132.64,3618,168,8,0.79,0.0465
725,16,2024-03-27,196.94,5236,358,45,0.55,0.0684
726,16,2024-03-28,141.74,6388,238,17,0.6,0.0374
727,16,2024-03-29,140.25,7564,455,53,0.31,0.0602
728,16,2024-03-30,154.93,6145,723,36,0.21,0.1178
729,16,2024-03-31,191.16,2648,232,31,0.82,0.0876
730,16,2024-04-01,185.56,1731,143,12,1.3,0.0828
731,16,2024-04-02,223.3,3359,337,22,0.66,0.1006
732,16,2024-04-03,166.14,1547,165,22,1.01,0.1067
733,16,2024-04-04,219.5,6791,144,20,1.52,0.0213
734,16,2024-04-05,219.69,3870,382,26,0.58,0.0988
735,16,2024-04-06,157.7,5623,519,74,0.3,0.0924
736,16,2024-04-07,189.58,2140,180,22,1.05,0.0842
737,16,2024-04-08,222.03,1885,130,8,1.71,0.0691
738,16,2024-04-09,146.04,3426,202,23,0.72,0.0591
739,16,2024-04-10,191.02,3439,223,6,0.86,0.0649
740,16,2024-04-11,131.44,7045,213,14,0.62,0.0303
741,16,2024-04-12,176.28,2320,90,13,1.96,0.0389
742,16,2024-04-13,203.41,6737,201,7,1.01,0.0298
743,16,2024-04-14,224.59,2093,130,15,1.73,0.0621
744,16,2024-04-15,148.02,6144,338,12,0.44,0.0551
745,16,2024-04-16,162.15,3059,230,22,0.71,0.0752
746,16,2024-04-17,126.66,3799,370,48,0.34,0.0975
747,16,2024-04-18,138.98,7546,689,72,0.2,0.0914
748,16,2024-04-19,168.4,3492,272,25,0.62,0.078
749,16,2024-04-20,146.08,2345,249,21,0.59,0.1065
750,16,2024-04-21,214.85,6426,157,12,1.37,0.0244
751,16,2024-04-22,153.73,2991,104,3,1.48,0.0351
752,16,2024-04-23,193.27,6264,723,90,0.27,0.1156
753,16,2024-04-24,207.29,2023,102,7,2.03,0.0509
754,16,2024-04-25,126.24,5182,158,23,0.8,0.0306
755,16,2024-04-26,164.69,4865,582,58,0.28,0.1198
756,16,2024-04-27,215.85,653,17,1,12.7,0.0271
757,16,2024-04-28,176.79,7502,524,45,0.34,0.0699
758,16,2024-04-29,209.62,2241,258,19,0.81,0.1153
759,16,2024-04-30,197.49,1177,42,4,4.7,0.0364
760,16,2024-05-01,131.51,5530,527,59,0.25,0.0954
761,16,2024-05-02,232.7,7218,693,68,0.34,0.0961
762,16,2024-05-03,172.62,7694,668,79,0.26,0.0869
763,16,2024-05-04,153.78,6722,296,9,0.52,0.044
764,16,2024-05-05,213.39,7522,167,7,1.28,0.0222
765,16,2024-05-06,224.19,2881,168,21,1.33,0.0584
766,16,2024-05-07,142.17,3508,273,17,0.52,0.0779
767,16,2024-05-08,142.02,4574,137,8,1.04,0.03
768,16,2024-05-09,225.72,646,76,5,2.97,0.1181
769,16,2024-05-10,151.41,3705,278,20,0.54,0.0752
770,16,2024-05-11,127.04,2322,110,5,1.15,0.0476
771,16,2024-05-12,189.63,1537,53,7,3.58,0.0349
772,16,2024-05-13,221.68,7653,441,22,0.5,0.0577
773,16,2024-05-14,163.21,570,20,0,8.16,0.0361
774,16,2024-05-15,140.24,2180,249,26,0.56,0.1146
775,16,2024-05-16,200.76,7225,527,30,0.38,0.073
776,17,2022-07-10,2588.89,7829,236,21,10.97,0.0302
777,17,2022-07-11,2184.99,5901,646,88,3.38,0.1095
778,17,2022-07-12,1713.7,2285,271,17,6.32,0.1186
779,17,2022-07-13,1868.27,1097,126,12,14.83,0.1149
780,17,2022-07-14,1693.45,5913,634,48,2.67,0.1073
781,17,2022-07-15,2506.79,3240,287,22,8.73,0.0887
782,17,2022-07-16,2404.73,4339,491,25,4.9,0.1134
783,17,2022-07-17,2037.27,6325,556,63,3.66,0.088
784,17,2022-07-18,2020.77,1644,66,8,30.62,0.0403
785,17,2022-07-19,1842.64,836,71,10,25.95,0.0851
786,17,2022-07-20,2310.11,2842,89,9,25.96,0.0315
787,17,2022-07-21,2735.83,1535,104,9,26.31,0.0683
788,17,2022-07-22,1866.72,1398,142,17,13.15,0.102
789,17,2022-07-23,2197.85,4625,293,30,7.5,0.0635
790,17,2022-07-24,2322.01,6528,547,48,4.24,0.0838
791,17,2022-07-25,1904.43,7987,362,43,5.26,0.0454
792,17,2022-07-26,2631.93,3883,311,18,8.46,0.0803
793,17,2022-07-27,1928.7,3864,433,22,4.45,0.1122
794,17,2022-07-28,2070.96,1511,43,6,48.16,0.0288
795,17,2022-07-29,2717.58,847,51,1,53.29,0.061
796,17,2022-07-30,2732.71,2108,44,5,62.11,0.0209
797,17,2022-07-31,2444.99,3454,399,19,6.13,0.1158
798,17,2022-08-01,1515.49,2484,282,31,5.37,0.1139
799,17,2022-08-02,1935.22,4423,229,8,8.45,0.052
800,18,2022-08-10,948.06,6864,571,29,1.66,0.0832
801,18,2022-08-11,1316.5,3266,390,28,3.38,0.1195
802,18,2022-08-12,1279.43,1121,122,5,10.49,0.1091
803,18,2022-08-13,961.9,6817,628,82,1.53,0.0923
804,18,2022-08-14,1042.33,5339,281,23,3.71,0.0526
805,18,2022-08-15,1083.16,994,110,15,9.85,0.1112
806,18,2022-08-16,1069.14,2980,320,26,3.34,0.1075
807,18,2022-08-17,958.74,4467,251,27,3.82,0.0563
808,18,2022-08-18,905.54,2491,231,30,3.92,0.0929
809,18,2022-08-19,909.28,7278,482,32,1.89,0.0662
810,18,2022-08-20,932.93,5527,430,27,2.17,0.0778
811,18,2022-08-21,1189.48,546,16,1,74.34,0.0302
812,18,2022-08-22,1044.15,1256,50,5,20.88,0.0404
813,18,2022-08-23,1237.54,1238,87,5,14.22,0.0711
814,18,2022-08-24,998.18,1699,72,2,13.86,0.0429
815,18,2022-08-25,1067.75,6483,171,22,6.24,0.0265
816,18,2022-08-26,876.28,3366,321,45,2.73,0.0955
817,18,2022-08-27,782.93,3674,413,13,1.9,0.1125
818,18,2022-08-28,1378.06,2062,94,7,14.66,0.0459
819,18,2022-08-29,1132.64,5212,139,16,8.15,0.0267
820,18,2022-08-30,1181.41,4555,399,58,2.96,0.0876
821,18,2022-08-31,1311.97,4100,477,62,2.75,0.1163
822,18,2022-09-01,916.07,1992,94,12,9.75,0.0473
823,18,2022-09-02,998.83,2419,173,22,5.77,0.0717
824,18,2022-09-03,1375.02,7645,452,22,3.04,0.0592
825,18,2022-09-04,894.77,5338,639,40,1.4,0.1198
826,18,2022-09-05,1175.14,4578,205,24,5.73,0.045
827,18,2022-09-06,1211.57,2105,84,11,14.42,0.0403
828,18,2022-09-07,1326.14,6754,187,27,7.09,0.0277
829,18,2022-09-08,881.24,4966,211,6,4.18,0.0425
830,18,2022-09-09,1273.24,3887,327,35,3.89,0.0842
831,18,2022-09-10,934.2,3210,127,8,7.36,0.0399
832,18,2022-09-11,936.4,7494,644,37,1.45,0.0859
833,18,2022-09-12,883.46,6594,753,86,1.17,0.1142
834,18,2022-09-13,817.0,3123,204,19,4.0,0.0656
835,18,2022-09-14,1327.19,2769,75,5,17.7,0.0273
836,18,2022-09-15,1198.28,5753,617,78,1.94,0.1073
837,18,2022-09-16,996.93,5781,524,22,1.9,0.0908
838,18,2022-09-17,810.05,6427,560,39,1.45,0.0873
839,18,2022-09-18,1069.56,3507,347,21,3.08,0.0992
840,18,2022-09-19,1303.5,1963,111,15,11.74,0.057
841,18,2022-09-20,785.48,1637,196,16,4.01,0.1199
842,18,2022-09-21,1276.56,2748,117,16,10.91,0.0427
843,18,2022-09-22,1352.91,2817,218,9,6.21,0.0776
844,18,2022-09-23,918.22,527,21,1,43.72,0.041
845,18,2022-09-24,1031.9,7099,192,18,5.37,0.0271
846,18,2022-09-25,1043.67,6924,633,93,1.65,0.0915
847,18,2022-09-26,761.1,4212,352,26,2.16,0.0838
848,18,2022-09-27,815.26,7907,727,97,1.12,0.092
849,18,2022-09-28,1285.8,2108,70,2,18.37,0.0332
850,18,2022-09-29,1370.14,4573,93,4,14.73,0.0204
851,18,2022-09-30,844.17,7426,538,26,1.57,0.0725
852,18,2022-10-01,1200.44,1101,100,14,12.0,0.0914
853,18,2022-10-02,972.55,7885,358,18,2.72,0.0454
854,18,2022-10-03,1248.76,2418,250,16,5.0,0.1036
855,18,2022-10-04,1162.16,1954,42,1,27.67,0.0219
856,18,2022-10-05,1258.23,3965,159,6,7.91,0.0401
857,18,2022-10-06,782.94,3238,85,5,9.21,0.0263
858,18,2022-10-07,920.15,1822,168,17,5.48,0.0923
859,18,2022-10-08,1072.16,1442,59,2,18.17,0.0411
860,18,2022-10-09,1355.08,2437,82,7,16.53,0.0337
861,18,2022-10-10,1158.22,5074,272,14,4.26,0.0537
862,18,2022-10-11,1106.26,1033,87,12,12.72,0.085
863,19,2023-03-01,1156.81,7144,758,69,1.53,0.1062
864,19,2023-03-02,1070.26,5067,394,33,2.72,0.0778
865,19,2023-03-03,1400.0,4830,243,16,5.76,0.0503
866,19,2023-03-04,1200.68,7422,150,20,8.0,0.0202
867,19,2023-03-05,1188.32,3721,356,50,3.34,0.0958
868,19,2023-03-06,924.72,6266,164,5,5.64,0.0262
869,19,2023-03-07,1501.35,4505,220,14,6.82,0.0489
870,19,2023-03-08,1125.98,3225,75,5,15.01,0.0234
871,19,2023-03-09,1311.68,6516,277,19,4.74,0.0426
872,19,2023-03-10,1211.61,1866,83,5,14.6,0.0445
873,19,2023-03-11,1287.74,1962,181,9,7.11,0.0926
874,19,2023-03-12,1469.81,3774,242,34,6.07,0.0643
875,19,2023-03-13,1470.6,6268,555,55,2.65,0.0886
876,19,2023-03-14,1373.63,1885,62,3,22.16,0.0333
877,19,2023-03-15,1282.51,2053,209,11,6.14,0.1023
878,19,2023-03-16,1026.77,4824,312,40,3.29,0.0648
879,19,2023-03-17,1031.99,6679,651,86,1.59,0.0976
880,19,2023-03-18,852.98,4093,364,41,2.34,0.0891
881,19,2023-03-19,1367.18,5284,536,66,2.55,0.1015
882,19,2023-03-20,829.83,5506,500,29,1.66,0.0908
883,19,2023-03-21,960.01,6771,798,68,1.2,0.1179
884,19,2023-03-22,1083.4,3942,293,11,3.7,0.0745
885,19,2023-03-23,1106.53,5916,435,48,2.54,0.0736
886,19,2023-03-24,1372.1,1710,194,7,7.07,0.1137
887,19,2023-03-25,1102.54,2810,287,18,3.84,0.1024
888,19,2023-03-26,1103.63,1937,54,4,20.44,0.028
